All data are per superstep
#Border Thickness, Send Gap, Recv Gap, Com validation gap, total, runtime
DATA,50
b9,0.011908437189414,0.00020817629992949999,0.00040508374804632506,0.012521697237389825,51.02657611586619
DATA,3750
b0,0.051470619742758,0.012130008894018,0.0028370056534185,0.0664376342901945,52.822491266415454
b1,0.044383680447936,0.0032015371252785,0.0012895061518066252,0.04887472372502113,52.49255755741615
b2,0.035471065551974996,0.001452080012919,0.0007951413669312499,0.037718286931825246,53.29804613417946
b3,0.0274942228279545,0.0008575894171364999,0.0010219184041489375,0.029373730649239937,53.71509328763932
b4,0.0225262177526025,0.0005991945974535,0.0003794530406594,0.0235048653907154,54.362725679297
b5,0.018392328114714,0.000459842733108,0.000580154757093,0.019432325604915,54.75469771132339
b6,0.017278307699598,0.00037278713924549997,0.0010646841089640715,0.01871577894780757,54.22673706593923
b7,0.015670831751777997,0.0002762130607155,0.0004068609996465938,0.01635390581214009,54.51426923403051
b8,0.0137998249976805,0.00023634509286899998,8.605993611533332e-05,0.014122230026664833,55.092000770848244
b9,0.01319709031377,0.00020893387263599999,0.00029211489018055004,0.01369813907658655,56.1963819086086
